item_id,title,genre
174,Tillsammans,"Comedy, Drama, Romance"
175,You Can Count on Me,Drama
176,Der Krieger und die Kaiserin,"Drama, Mystery, Romance"
177,One Night at McCool's,"Comedy, Crime"
178,Animal Factory,"Crime, Drama"
179,Boys and Girls,"Comedy, Drama, Romance"
180,Exorcist: The Beginning,"Horror, Mystery, Thriller"
181,The Watcher,"Crime, Drama, Mystery"
182,Bring It On,"Comedy, Romance, Sport"
183,Kevin & Perry Go Large,"Comedy, Music"
184,Dr. T & the Women,"Comedy, Drama, Romance"
185,The Dish,"Comedy, Drama, History"
186,Save the Last Dance,"Drama, Music, Romance"
187,Joy Ride,"Action, Mystery, Thriller"
188,Children of Men,"Adventure, Drama, Sci-Fi"
189,The Man Who Cried,"Drama, Music, Romance"
190,What Women Want,"Comedy, Fantasy, Romance"
191,Big Momma's House,"Action, Comedy, Crime"
192,Snatch,"Comedy, Crime"
193,The Contender,"Drama, Thriller"
194,Get Carter,"Action, Crime, Drama"
195,La stanza del figlio,Drama
196,Ken Park,Drama
197,Memento,"Mystery, Thriller"
198,The Mummy Returns,"Action, Adventure, Fantasy"
199,The Wedding Planner,"Comedy, Romance"
200,The Cell,"Horror, Sci-Fi, Thriller"
201,Gangster No. 1,"Crime, Drama, Thriller"
202,Ginger Snaps,"Drama, Fantasy, Horror"
203,Center Stage,"Drama, Music, Romance"
204,Remember the Titans,"Biography, Drama, Sport"
205,102 Dalmatians,"Adventure, Comedy, Family"
206,Jason X,"Action, Horror, Sci-Fi"
207,Knockaround Guys,"Crime, Drama, Thriller"
208,Le fabuleux destin d'Amélie Poulain,"Comedy, Romance"
209,Awake,"Crime, Drama, Mystery"
210,Bait,"Action, Comedy, Crime"
211,Berlin Calling,"Comedy, Drama, Music"
212,Meet the Parents,"Comedy, Romance"
213,Miss Congeniality,"Action, Comedy, Crime"
214,2046,"Drama, Romance, Sci-Fi"
215,A.I. Artificial Intelligence,"Drama, Sci-Fi"
216,Hannibal,"Crime, Drama, Thriller"
217,Pearl Harbor,"Action, Drama, History"
218,Rugrats in Paris: The Movie - Rugrats II,"Animation, Adventure, Comedy"
219,The Ladies Man,Comedy
220,Malèna,"Comedy, Drama, Romance"
221,Mohabbatein,"Musical, Drama, Romance"
222,100 Girls,"Comedy, Romance"
223,Road Trip,Comedy
224,Bamboozled,"Comedy, Drama, Music"
225,Enemy at the Gates,"Drama, History, War"
226,The 6th Day,"Action, Mystery, Sci-Fi"
227,Code inconnu: Récit incomplet de divers voyages,Drama
228,Vampire Hunter D: Bloodlust,"Animation, Action, Fantasy"
229,Gangs of New York,"Crime, Drama"
230,Loser,"Comedy, Romance"
231,Ready to Rumble,"Comedy, Sport"
232,Unbreakable,"Drama, Mystery, Sci-Fi"
233,Antitrust,"Action, Crime, Drama"
234,Best in Show,Comedy
235,Original Sin,"Drama, Mystery, Romance"
236,The Family Man,"Comedy, Drama, Fantasy"
237,Dracula 2000,"Action, Fantasy, Horror"
238,The Gift,"Drama, Fantasy, Horror"
239,Human Nature,"Comedy, Drama"
240,The Kid,"Comedy, Family, Fantasy"
241,Bandits,"Comedy, Crime, Drama"
242,The Tigger Movie,"Animation, Comedy, Drama"
243,Halloween: Resurrection,"Horror, Thriller"
244,Intacto,"Drama, Fantasy, Romance"
245,Blow,"Biography, Crime, Drama"
246,Chopper,"Biography, Crime, Drama"
247,The Glass House,"Crime, Drama, Mystery"
248,Hey Ram,"Crime, Drama, History"
249,Beyond Re-Animator,"Comedy, Horror, Sci-Fi"
250,Brother,"Crime, Drama, Thriller"
251,Pay It Forward,Drama
252,Angel Eyes,"Drama, Romance"
253,Made,"Comedy, Crime, Drama"
254,The Score,"Action, Crime, Drama"
255,Spy Kids,"Action, Adventure, Comedy"
256,The 51st State,"Action, Comedy, Crime"
257,Ghosts of Mars,"Action, Horror, Sci-Fi"
258,Proof of Life,"Action, Drama, Thriller"
259,Les rivières pourpres,"Crime, Horror, Mystery"
260,Book of Shadows: Blair Witch 2,"Adventure, Fantasy, Horror"
261,Atlantis: The Lost Empire,"Animation, Action, Adventure"
262,Bedazzled,"Comedy, Fantasy"
263,The Others,"Horror, Mystery, Thriller"
264,Sweet November,"Drama, Romance"
265,Crocodile Dundee in Los Angeles,"Action, Adventure, Comedy"
266,Down to Earth,"Comedy, Fantasy"
267,The Fast and the Furious,"Action, Crime, Thriller"
268,3000 Miles to Graceland,"Action, Comedy, Crime"
269,Collateral Damage,"Action, Drama, Thriller"
270,Kaho Naa... Pyaar Hai,"Action, Romance, Thriller"
271,The Matrix Reloaded,"Action, Sci-Fi"
272,Novocaine,"Comedy, Crime, Drama"
273,Summer Catch,"Comedy, Drama, Romance"
274,Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,"Animation, Action, Adventure"
275,The Salton Sea,"Crime, Drama, Mystery"
276,Blinkende lygter,"Action, Comedy, Crime"
277,Josie and the Pussycats,"Comedy, Music"
278,The Mexican,"Adventure, Comedy, Crime"
279,Prozac Nation,"Biography, Drama, Romance"
280,The Tailor of Panama,"Comedy, Drama, Thriller"
281,Le pacte des loups,"Action, Adventure, Drama"
282,The Pledge,"Crime, Drama, Mystery"
283,Captain Corelli's Mandolin,"Drama, Music, Romance"
284,Equilibrium,"Action, Drama, Sci-Fi"
285,Queen of the Damned,"Drama, Fantasy, Horror"
286,Replicant,"Action, Sci-Fi, Thriller"
287,Brat 2,"Action, Crime, Thriller"
288,The Dangerous Lives of Altar Boys,"Comedy, Drama"
289,Devdas,"Drama, Musical, Romance"
290,Cats & Dogs,"Action, Comedy, Family"
291,Saving Silverman,"Comedy, Crime, Romance"
292,Say It Isn't So,"Comedy, Romance"
293,Water,Drama
294,Dr. Dolittle 2,"Comedy, Family, Fantasy"
295,Kung Pow: Enter the Fist,"Action, Comedy"
296,The Four Feathers,"Action, Adventure, Drama"
297,Freddy Got Fingered,Comedy
298,Ocean's Eleven,"Crime, Thriller"
299,Serendipity,"Comedy, Romance"
300,Slackers,"Comedy, Romance"
301,Vanity Fair,Drama
302,Chocolat,"Drama, Romance"
303,Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy"
304,The New Guy,Comedy
305,Bully,"Biography, Crime, Drama"
306,"Dude, Where's My Car?","Comedy, Mystery, Sci-Fi"
307,Exit Wounds,"Action, Crime, Thriller"
308,Hera Pheri,"Action, Comedy, Crime"
309,The Hole,"Drama, Mystery, Thriller"
310,The Matrix Revolutions,"Action, Sci-Fi"
311,Valentine,"Horror, Mystery, Thriller"
312,Waking Life,"Animation, Drama, Fantasy"
313,The Man Who Wasn't There,"Crime, Drama"
314,Bridget Jones's Diary,"Comedy, Drama, Romance"
315,À ma soeur!,Drama
316,Le placard,Comedy
317,Stuart Little 2,"Animation, Adventure, Comedy"
318,To End All Wars,"Action, Drama, War"
319,Wet Hot American Summer,"Comedy, Romance"
320,40 Days and 40 Nights,"Comedy, Romance"
321,Italiensk for begyndere,"Comedy, Drama, Romance"
322,American Outlaws,"Action, Western"
323,Swordfish,"Action, Crime, Thriller"
324,Yi yi,"Drama, Romance"
325,Someone Like You...,"Comedy, Romance"
326,Charlotte Gray,"Drama, Romance, Thriller"
327,Lost and Delirious,"Drama, Romance"
328,Sen to Chihiro no kamikakushi,"Animation, Adventure, Family"
329,Windtalkers,"Action, Drama, War"
330,Y tu mamá también,Drama
331,Thir13en Ghosts,"Fantasy, Horror"
332,Joe Dirt,"Adventure, Comedy, Drama"
333,Amores perros,"Drama, Thriller"
334,Bulletproof Monk,"Action, Comedy, Fantasy"
335,The Count of Monte Cristo,"Action, Adventure, Drama"
336,Die Another Day,"Action, Adventure, Thriller"
337,Big Trouble,"Comedy, Crime, Thriller"
338,The Musketeer,"Action, Adventure, Romance"
339,Donnie Darko,"Drama, Mystery, Sci-Fi"
340,Heaven,"Crime, Drama, Romance"
341,Rollerball,"Action, Sci-Fi, Sport"
342,Tomcats,Comedy
343,Before Night Falls,"Biography, Drama, Romance"
344,The Believer,Drama
345,In the Bedroom,"Crime, Drama"
346,Nueve reinas,"Crime, Drama, Thriller"
347,The Princess Diaries,"Comedy, Family, Romance"
348,Super Troopers,"Comedy, Crime, Mystery"
349,Kabhi Khushi Kabhie Gham...,"Drama, Musical, Romance"
350,Der Schuh des Manitu,"Comedy, Western"
351,Ali,"Biography, Drama, Sport"
352,Hedwig and the Angry Inch,"Comedy, Drama, Music"
353,Werckmeister harmóniák,"Drama, Mystery"
354,Asoka,"Action, Biography, Drama"
355,Baise-moi,"Crime, Drama, Thriller"
356,Billy Elliot,"Drama, Music"
357,Domestic Disturbance,"Crime, Mystery, Thriller"
358,Storytelling,"Comedy, Drama, Romance"
359,Astérix & Obélix: Mission Cléopâtre,"Adventure, Comedy, Family"
360,Crazy/Beautiful,"Drama, Romance"
361,Das Experiment,"Drama, Thriller"
362,Corky Romano,"Comedy, Crime"
363,The Deep End,"Crime, Drama, Mystery"
364,Killing Me Softly,"Drama, Mystery, Romance"
365,Legally Blonde,"Comedy, Romance"
366,Rat Race,"Action, Adventure, Comedy"
367,Unfaithful,"Drama, Romance, Thriller"
368,Evolution,"Comedy, Sci-Fi"
369,Hart's War,"Drama, War"
370,How to Lose a Guy in 10 Days,"Comedy, Romance"
371,John Q,"Crime, Drama, Thriller"
372,House of 1000 Corpses,Horror
373,Surviving Christmas,"Comedy, Romance"
374,Maid in Manhattan,"Comedy, Drama, Romance"
375,Buffalo Soldiers,"Comedy, Crime, Drama"
376,Rabbit-Proof Fence,"Adventure, Biography, Drama"
377,The Grey Zone,"Drama, History, War"
378,Hearts in Atlantis,"Drama, Mystery"
379,Heist,"Action, Crime, Drama"
380,American Pie 2,Comedy
381,The Pianist,"Biography, Drama, Music"
382,Reign of Fire,"Action, Adventure, Fantasy"
383,Star Trek: Nemesis,"Action, Adventure, Sci-Fi"
384,Out Cold,"Comedy, Sport"
385,The Sweetest Thing,"Comedy, Romance"
386,Lucía y el sexo,"Drama, Romance"
387,Koi... Mil Gaya,"Action, Drama, Romance"
388,La pianiste,Drama
389,La comunidad,"Comedy, Crime, Horror"
390,Seom,"Drama, Thriller"
391,The Animal,"Comedy, Sci-Fi"
392,Baby Boy,"Crime, Drama, Romance"
393,El espinazo del diablo,"Drama, Horror"
394,Intimacy,"Drama, Romance"
395,Possession,"Drama, Mystery, Romance"
396,Shallow Hal,"Comedy, Drama, Fantasy"
397,Sweet Home Alabama,"Comedy, Romance"
398,The Curse of the Jade Scorpion,"Comedy, Crime, Mystery"
399,Road to Perdition,"Crime, Drama, Thriller"
400,S.W.A.T.,"Action, Adventure, Crime"
401,Scary Movie 2,"Comedy, Horror"
402,About Schmidt,"Comedy, Drama"
403,Cursed,"Comedy, Horror"
404,Kangaroo Jack,"Action, Adventure, Comedy"
405,High Crimes,"Crime, Drama, Mystery"
406,Panic Room,"Crime, Drama, Thriller"
407,Pootie Tang,"Action, Adventure, Comedy"
408,The Quiet American,"Drama, Romance, Thriller"
409,S1m0ne,"Comedy, Drama, Sci-Fi"
410,The Bourne Identity,"Action, Mystery, Thriller"
411,Bubble Boy,"Adventure, Comedy, Romance"
412,Lammbock,Comedy
413,Dragonfly,"Drama, Fantasy, Mystery"
414,Ghost Rider,"Action, Fantasy, Thriller"
415,Lantana,"Drama, Mystery, Romance"
416,My Big Fat Greek Wedding,"Comedy, Drama, Romance"
417,Paid in Full,"Action, Crime, Drama"
418,Vanilla Sky,"Fantasy, Mystery, Romance"
419,Don't Say a Word,"Drama, Mystery, Thriller"
420,Gongdong gyeongbi guyeok JSA,"Action, Drama, Thriller"
421,Serving Sara,"Comedy, Romance"
422,Jay and Silent Bob Strike Back,Comedy
423,Session 9,"Horror, Mystery"
424,Jeepers Creepers,"Horror, Mystery"
425,Uptown Girls,"Comedy, Drama, Romance"
426,View from the Top,"Comedy, Romance"
427,2001 Maniacs,"Comedy, Horror"
428,Basic,"Action, Crime, Drama"
429,Catch Me If You Can,"Biography, Crime, Drama"
430,Changing Lanes,"Drama, Thriller"
431,Dagon,"Fantasy, Horror, Mystery"
432,Frailty,"Crime, Drama, Thriller"
433,Kissing Jessica Stein,"Comedy, Drama, Romance"
434,Life as a House,Drama
435,Murder by Numbers,"Crime, Mystery, Thriller"
436,America's Sweethearts,"Comedy, Romance"
437,Black Hawk Down,"Drama, History, War"
438,Black Knight,"Adventure, Comedy, Fantasy"
439,The Girl Next Door,"Comedy, Drama, Romance"
440,Big Fat Liar,"Adventure, Comedy, Family"
441,Monsoon Wedding,"Comedy, Drama, Romance"
442,The Mothman Prophecies,"Drama, Horror, Mystery"
443,One Hour Photo,"Drama, Thriller"
444,Ripley's Game,"Crime, Drama, Mystery"
445,The Rookie,"Drama, Family, Sport"
446,The Royal Tenenbaums,"Comedy, Drama"
447,Stealing Harvard,"Comedy, Crime"
448,Batoru rowaiaru,"Action, Adventure, Drama"
449,Death to Smoochy,"Comedy, Crime, Drama"
450,A Man Apart,"Action, Crime, Drama"
451,Duplex,Comedy
452,Finding Nemo,"Animation, Adventure, Comedy"
453,Kill Bill: Vol. 1,"Action, Crime, Thriller"
454,Rush Hour 2,"Action, Comedy, Crime"
455,Spy Game,"Action, Crime, Thriller"
456,Yamakasi - Les samouraïs des temps modernes,"Action, Drama, Crime"
457,Avalon,"Action, Drama, Fantasy"
458,K-19: The Widowmaker,"Drama, History, Thriller"
459,The One,"Action, Sci-Fi, Thriller"
460,The Ringer,"Comedy, Sport"
461,Scooby-Doo,"Adventure, Comedy, Family"
462,Adaptation.,"Comedy, Drama"
463,Ice Age,"Animation, Adventure, Comedy"
464,Jimmy Neutron: Boy Genius,"Animation, Action, Adventure"
465,The Time Machine,"Action, Adventure, Sci-Fi"
466,A Beautiful Mind,"Biography, Drama"
467,The Majestic,"Drama, Romance"
468,City by the Sea,"Crime, Drama, Mystery"
469,The Hunted,"Action, Crime, Drama"
470,Jalla! Jalla!,"Comedy, Drama, Romance"
471,Vizontele,"Comedy, Drama"
472,Confessions of a Dangerous Mind,"Biography, Comedy, Crime"
473,Superbabies: Baby Geniuses 2,"Comedy, Family, Sci-Fi"
474,My Boss's Daughter,"Comedy, Romance"
475,Kiss of the Dragon,"Action, Crime, Drama"
476,Welcome to Collinwood,"Comedy, Crime"
477,Eight Crazy Nights,"Animation, Comedy, Musical"
478,Eight Legged Freaks,"Action, Adventure, Comedy"
479,O Auto da Compadecida,"Comedy, Drama, Western"
480,National Security,"Action, Comedy, Crime"
481,Dak mo mai sing,"Action, Comedy, Crime"
482,The Last Castle,"Action, Drama, Thriller"
483,K-PAX,"Drama, Mystery, Sci-Fi"
484,Narc,"Crime, Drama, Mystery"
485,Punch-Drunk Love,"Comedy, Drama, Romance"
486,Ararat,"Drama, War"
487,Darkness,Horror
488,Orange County,"Comedy, Drama"
489,Sur mes lèvres,"Crime, Drama, Romance"
490,Johnny English,"Action, Adventure, Comedy"
491,24 Hour Party People,"Biography, Comedy, Drama"
492,The Hours,"Drama, Romance"
493,People I Know,"Crime, Drama"
494,Secretary,"Comedy, Drama, Romance"
495,Crossroads,"Comedy, Drama, Romance"
496,Musa,"Action, Drama, History"
497,Blood: The Last Vampire,"Animation, Action, Horror"
498,Cowboy Bebop: Tengoku no tobira,"Animation, Action, Crime"
499,La mala educación,"Crime, Drama"
500,Tape,Drama
501,Versus,"Action, Comedy, Drama"
502,Lilo & Stitch,"Animation, Adventure, Comedy"
503,About a Boy,"Comedy, Drama, Romance"
504,Below,"Action, Horror, Mystery"
505,Blueberry,"Adventure, Western"
506,Dogville,"Crime, Drama"
507,I Am Sam,Drama
508,The Scorpion King,"Action, Adventure, Fantasy"
509,Not Another Teen Movie,Comedy
510,We Were Soldiers,"Action, Drama, History"
511,Ned Kelly,"Action, Adventure, Biography"
512,All About the Benjamins,"Action, Comedy, Crime"
513,Enough,"Crime, Drama, Thriller"
514,How High,"Comedy, Fantasy"
515,The Importance of Being Earnest,"Comedy, Drama, Romance"
516,Insomnia,"Drama, Mystery, Thriller"
517,Spider,"Drama, Mystery, Thriller"
518,Hollywood Ending,"Comedy, Romance"
519,Elling,"Comedy, Drama"
520,Gods and Generals,"Biography, Drama, History"
521,The Good Girl,"Drama, Romance"
522,Dark Blue,"Crime, Drama, Thriller"
523,Undercover Brother,"Action, Comedy"
524,Divine Secrets of the Ya-Ya Sisterhood,Drama
525,Sorority Boys,Comedy
526,Return to Never Land,"Animation, Adventure, Family"
527,Trapped,"Action, Crime, Drama"
528,The Banger Sisters,"Comedy, Drama"
529,Bad Company,"Action, Comedy, Thriller"
530,Bloody Sunday,"Drama, History, War"
531,Mr. Deeds,"Comedy, Romance"
532,Dog Soldiers,"Action, Horror, Thriller"
533,Amen.,"Biography, Crime, Drama"
534,Femme Fatale,"Crime, Drama, Mystery"
535,Gosford Park,"Comedy, Drama, Mystery"
536,The Guru,"Comedy, Music, Romance"
537,Igby Goes Down,"Comedy, Drama"
538,Iris,"Biography, Drama, Romance"
539,My Little Eye,"Horror, Mystery, Thriller"
540,Undisputed,"Action, Crime, Drama"
541,A Walk to Remember,"Drama, Romance"
542,Wasabi,"Action, Drama, Comedy"
543,Snow Dogs,"Adventure, Comedy, Family"
544,Bubba Ho-Tep,"Comedy, Fantasy, Horror"
545,The Wild Thornberrys Movie,"Animation, Adventure, Comedy"
546,Darkness Falls,"Fantasy, Horror, Mystery"
547,Life or Something Like It,"Comedy, Romance"
548,Spun,"Comedy, Crime, Drama"
549,Swimfan,"Drama, Thriller"
550,Tuck Everlasting,"Drama, Family, Fantasy"
551,National Lampoon's Van Wilder,"Comedy, Romance"
552,White Oleander,Drama
553,The Jungle Book 2,"Animation, Adventure, Family"
554,No Man's Land,"Comedy, Drama, War"
555,The Emperor's Club,Drama
556,They,"Horror, Mystery, Thriller"
557,8 femmes,"Comedy, Crime, Musical"
558,L'auberge espagnole,"Comedy, Drama, Romance"
559,Showtime,"Action, Comedy, Crime"
560,Ali G Indahouse,Comedy
561,Cypher,"Mystery, Sci-Fi, Thriller"
562,Havoc,"Crime, Drama"
563,Boat Trip,Comedy
564,Cube 2: Hypercube,"Drama, Mystery, Sci-Fi"
565,Dreamcatcher,"Drama, Horror, Sci-Fi"
566,Monster's Ball,"Drama, Romance"
567,Once Upon a Time in Mexico,"Action, Crime, Thriller"
568,Owning Mahowny,"Crime, Drama, Thriller"
569,Signs,"Drama, Mystery, Sci-Fi"
570,Siu Lam juk kau,"Action, Comedy, Family"
571,Les triplettes de Belleville,"Animation, Comedy, Drama"
572,Deathwatch,"Drama, Horror, War"
573,Bend It Like Beckham,"Comedy, Drama, Romance"
574,Hulk,"Action, Sci-Fi"
575,Kairo,"Horror, Mystery, Sci-Fi"
576,What a Girl Wants,"Comedy, Drama, Family"
577,Hable con ella,"Drama, Mystery, Romance"
578,Spy Kids 2: Island of Lost Dreams,"Action, Adventure, Comedy"
579,Daredevil,"Action, Crime"
580,The Medallion,"Action, Comedy, Fantasy"
581,Bang Bang You're Dead,"Crime, Drama, Thriller"
582,Ghost Ship,Horror
583,28 Days Later...,"Action, Drama, Horror"
584,Young Adam,"Crime, Drama"
585,Red Dragon,"Crime, Drama, Thriller"
586,Analyze That,"Comedy, Crime"
587,The Butterfly Effect,"Drama, Sci-Fi, Thriller"
588,The Life of David Gale,"Crime, Drama, Thriller"
589,Meet the Fockers,"Comedy, Romance"
590,The Tuxedo,"Action, Comedy, Sci-Fi"
